trace_name,allocator,rebalance_strategy,miss_ratio,n_rebalanced_slabs,allocFactor,base_dir,cacheSizeMB,compressed,cpu_requirement,enableLookaside,generator,ignoreLargeReq,lru2qColdPct,lru2qHotPct,lruRefreshSec,maxAllocSize,memory_requirement,minAllocSize,miss_ratio_percent_reduction_from_disabled,miss_ratio_percent_reduction_from_lru_disabled,miss_ratio_reduction_from_disabled,miss_ratio_reduction_from_lru_disabled,monitor_interval,moveOnSlabRelease,n_alloc_failures,numOps,numThreads,onlySetIfMiss,poolRebalanceIntervalSec,poolResizeIntervalSec,prepopulateCache,purpose,rebalanceDiffRatio,rebalanceStrategy,rebalanced_slabs,repeatOpCount,repeatTraceReplay,replayGeneratorConfig,slab_cnt,slab_size,tag,throughput,timestampFactor,traceFileName,trace_file,tuned_improvement,tuned_percent_improvement,useTraceTimer,uuid,wsr,wss_mb,zstdTrace,countColdTailHitsOnly,enableTailHitsTracking,mhMovingAverageParam
202210_kv_traces_all_sort.csv.oracleGeneral.zst,S3FIFO,disabled,0.0930380333169777,0,1.25,/home/cc/CacheLib/slab-rebalance-bench/exp/work_dir_metakv,864,True,2.5,True,oracle-general-replay,True,,,0,4194304,1296.0,72.0,0.0,0.0695813160703911,0.0,0.006957844801068,50000.0,False,0,1482478166,1,False,1,0,True,efficiency,,disabled,0,True,False,{'ampFactor': 1},214,4,,825925.6658966787,1,/home/cc/CacheLib/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/cacheDatasets/metaKV/202210_kv_traces_all_sort.csv.oracleGeneral.zst,/home/cc/CacheLib/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/cacheDatasets/metaKV/202210_kv_traces_all_sort.csv.oracleGeneral.zst,,,False,202210_kv_traces_all_sort.csv.oracleGeneral.zst-0d6bb0cb7b072545cb828303def315ab,0.01,85258.10765361786,True,,,
202210_kv_traces_all_sort.csv.oracleGeneral.zst,TINYLFU,disabled,0.1001198576842986,0,1.25,/home/cc/CacheLib/slab-rebalance-bench/exp/work_dir_metakv,864,True,2.5,True,oracle-general-replay,True,,,0,4194304,1296.0,72.0,0.0,-0.0012398467675486,0.0,-0.0001239795662528,50000.0,False,0,1482478166,1,False,1,0,True,efficiency,,disabled,0,True,False,{'ampFactor': 1},214,4,,581888.9063827143,1,/home/cc/CacheLib/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/cacheDatasets/metaKV/202210_kv_traces_all_sort.csv.oracleGeneral.zst,/home/cc/CacheLib/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/cacheDatasets/metaKV/202210_kv_traces_all_sort.csv.oracleGeneral.zst,,,False,202210_kv_traces_all_sort.csv.oracleGeneral.zst-e19b1bba5a628a439a0307f4847393e5,0.01,85258.10765361786,True,,,
202210_kv_traces_all_sort.csv.oracleGeneral.zst,LRU,hits,0.0635646319528998,12763,1.25,/home/cc/CacheLib/slab-rebalance-bench/exp/work_dir_metakv,864,True,2.5,True,oracle-general-replay,True,0.0,100.0,0,4194304,1296.0,72.0,0.3643274788000619,0.3643274788000619,0.0364312461651458,0.0364312461651458,50000.0,False,0,1482478166,1,False,1,0,True,efficiency,0.1,hits,0,True,False,{'ampFactor': 1},214,4,,642213.8558333098,1,/home/cc/CacheLib/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/cacheDatasets/metaKV/202210_kv_traces_all_sort.csv.oracleGeneral.zst,/home/cc/CacheLib/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/cacheDatasets/metaKV/202210_kv_traces_all_sort.csv.oracleGeneral.zst,,,False,202210_kv_traces_all_sort.csv.oracleGeneral.zst-f727600a8e0c7916b15f8a527f53f2f1,0.01,85258.10765361786,True,,,
202210_kv_traces_all_sort.csv.oracleGeneral.zst,LRU2Q,hits,0.0632703132843306,12953,1.25,/home/cc/CacheLib/slab-rebalance-bench/exp/work_dir_metakv,864,True,2.5,True,oracle-general-replay,True,30.0,30.0,0,4194304,1296.0,72.0,0.3250222025120823,0.3672707868054351,0.0304665674246429,0.036725564833715,50000.0,False,0,1482478166,1,False,1,0,True,efficiency,0.1,hits,0,True,False,{'ampFactor': 1},214,4,,913043.4918518834,1,/home/cc/CacheLib/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/cacheDatasets/metaKV/202210_kv_traces_all_sort.csv.oracleGeneral.zst,/home/cc/CacheLib/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/cacheDatasets/metaKV/202210_kv_traces_all_sort.csv.oracleGeneral.zst,,,False,202210_kv_traces_all_sort.csv.oracleGeneral.zst-d7030122fd2f0e04af4ff5856dc93397,0.01,85258.10765361786,True,,,
202210_kv_traces_all_sort.csv.oracleGeneral.zst,S3FIFO,hits,0.063176277498039,12464,1.25,/home/cc/CacheLib/slab-rebalance-bench/exp/work_dir_metakv,864,True,2.5,True,oracle-general-replay,True,,,0,4194304,1296.0,72.0,0.3209628874806562,0.3682111834303904,0.0298617558189386,0.0368196006200067,50000.0,False,0,1482478166,1,False,1,0,True,efficiency,0.1,hits,0,True,False,{'ampFactor': 1},214,4,,1043576.8724036568,1,/home/cc/CacheLib/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/cacheDatasets/metaKV/202210_kv_traces_all_sort.csv.oracleGeneral.zst,/home/cc/CacheLib/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/cacheDatasets/metaKV/202210_kv_traces_all_sort.csv.oracleGeneral.zst,,,False,202210_kv_traces_all_sort.csv.oracleGeneral.zst-5e4543ce310baf767157ce846f7586a5,0.01,85258.10765361786,True,,,
202210_kv_traces_all_sort.csv.oracleGeneral.zst,TINYLFU,hits,0.0635588018501717,12647,1.25,/home/cc/CacheLib/slab-rebalance-bench/exp/work_dir_metakv,864,True,2.5,True,oracle-general-replay,True,,,0,4194304,1296.0,72.0,0.3651728705948868,0.3643857822305417,0.0365610558341268,0.036437076267874,50000.0,False,0,1482478166,1,False,1,0,True,efficiency,0.1,hits,0,True,False,{'ampFactor': 1},214,4,,551597.9618092617,1,/home/cc/CacheLib/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/cacheDatasets/metaKV/202210_kv_traces_all_sort.csv.oracleGeneral.zst,/home/cc/CacheLib/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/cacheDatasets/metaKV/202210_kv_traces_all_sort.csv.oracleGeneral.zst,,,False,202210_kv_traces_all_sort.csv.oracleGeneral.zst-7139d2daff7995a0db0989f1b2f62444,0.01,85258.10765361786,True,,,
202312_kv_traces_all.csv.oracleGeneral.zst,LRU,disabled,0.0840925795312107,0,1.25,/home/cc/CacheLib/slab-rebalance-bench/exp/work_dir_metakv,2516,True,2.5,True,oracle-general-replay,True,0.0,100.0,0,4194304,3774.0,72.0,0.0,0.0,0.0,0.0,50000.0,False,0,8660501058,1,False,1,0,True,efficiency,,disabled,0,True,False,{'ampFactor': 1},626,4,,1115767.4171631166,1,/home/cc/CacheLib/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/cacheDatasets/metaKV/202312_kv_traces_all.csv.oracleGeneral.zst,/home/cc/CacheLib/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/cacheDatasets/metaKV/202312_kv_traces_all.csv.oracleGeneral.zst,,,False,202312_kv_traces_all.csv.oracleGeneral.zst-f51afd6549025b9ff9ced24833d20e9a,0.01,250033.1673002243,True,,,
202312_kv_traces_all.csv.oracleGeneral.zst,LRU2Q,disabled,0.079375631201499,0,1.25,/home/cc/CacheLib/slab-rebalance-bench/exp/work_dir_metakv,2516,True,2.5,True,oracle-general-replay,True,30.0,30.0,0,4194304,3774.0,72.0,0.0,0.0560923253396106,0.0,0.0047169483297117,50000.0,False,0,8660501058,1,False,1,0,True,efficiency,,disabled,0,True,False,{'ampFactor': 1},626,4,,705353.651606056,1,/home/cc/CacheLib/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/cacheDatasets/metaKV/202312_kv_traces_all.csv.oracleGeneral.zst,/home/cc/CacheLib/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/cacheDatasets/metaKV/202312_kv_traces_all.csv.oracleGeneral.zst,,,False,202312_kv_traces_all.csv.oracleGeneral.zst-cdd90138d2c260c9b853d3665cd9f411,0.01,250033.1673002243,True,,,
202312_kv_traces_all.csv.oracleGeneral.zst,S3FIFO,disabled,0.0782457673593878,0,1.25,/home/cc/CacheLib/slab-rebalance-bench/exp/work_dir_metakv,2516,True,2.5,True,oracle-general-replay,True,,,0,4194304,3774.0,72.0,0.0,0.0695282771014645,0.0,0.0058468121718229,50000.0,False,0,8660501058,1,False,1,0,True,efficiency,,disabled,0,True,False,{'ampFactor': 1},626,4,,776593.2580083146,1,/home/cc/CacheLib/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/cacheDatasets/metaKV/202312_kv_traces_all.csv.oracleGeneral.zst,/home/cc/CacheLib/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/cacheDatasets/metaKV/202312_kv_traces_all.csv.oracleGeneral.zst,,,False,202312_kv_traces_all.csv.oracleGeneral.zst-dbd92100669a7ba58ea383ce3326b732,0.01,250033.1673002243,True,,,
202312_kv_traces_all.csv.oracleGeneral.zst,TINYLFU,disabled,0.0842745703871028,0,1.25,/home/cc/CacheLib/slab-rebalance-bench/exp/work_dir_metakv,2516,True,2.5,True,oracle-general-replay,True,,,0,4194304,3774.0,72.0,0.0,-0.0021641725929523,0.0,-0.0001819908558921,50000.0,False,0,8660501058,1,False,1,0,True,efficiency,,disabled,0,True,False,{'ampFactor': 1},626,4,,933612.7801039236,1,/home/cc/CacheLib/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/cacheDatasets/metaKV/202312_kv_traces_all.csv.oracleGeneral.zst,/home/cc/CacheLib/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/cacheDatasets/metaKV/202312_kv_traces_all.csv.oracleGeneral.zst,,,False,202312_kv_traces_all.csv.oracleGeneral.zst-fde19f2d2bb42d88e98389355abc5de9,0.01,250033.1673002243,True,,,
202312_kv_traces_all.csv.oracleGeneral.zst,LRU,hits,0.0533950976858133,74589,1.25,/home/cc/CacheLib/slab-rebalance-bench/exp/work_dir_metakv,2516,True,2.5,True,oracle-general-replay,True,0.0,100.0,0,4194304,3774.0,72.0,0.3650438839731881,0.3650438839731881,0.0306974818453974,0.0306974818453974,50000.0,False,0,8660501058,1,False,1,0,True,efficiency,0.1,hits,0,True,False,{'ampFactor': 1},626,4,,875210.3026542865,1,/home/cc/CacheLib/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/cacheDatasets/metaKV/202312_kv_traces_all.csv.oracleGeneral.zst,/home/cc/CacheLib/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/cacheDatasets/metaKV/202312_kv_traces_all.csv.oracleGeneral.zst,,,False,202312_kv_traces_all.csv.oracleGeneral.zst-561a468e6f6c861684baa99616071acd,0.01,250033.1673002243,True,,,
202312_kv_traces_all.csv.oracleGeneral.zst,LRU2Q,hits,0.052998598224985,73787,1.25,/home/cc/CacheLib/slab-rebalance-bench/exp/work_dir_metakv,2516,True,2.5,True,oracle-general-replay,True,30.0,30.0,0,4194304,3774.0,72.0,0.3323064343205604,0.3697589190338162,0.0263770329765139,0.0310939813062257,50000.0,False,0,8660501058,1,False,1,0,True,efficiency,0.1,hits,0,True,False,{'ampFactor': 1},626,4,,59671.472489953,1,/home/cc/CacheLib/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/cacheDatasets/metaKV/202312_kv_traces_all.csv.oracleGeneral.zst,/home/cc/CacheLib/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/cacheDatasets/metaKV/202312_kv_traces_all.csv.oracleGeneral.zst,,,False,202312_kv_traces_all.csv.oracleGeneral.zst-e13662a0dd2ddc0b6c5c27c4c9dff94c,0.01,250033.1673002243,True,,,
202312_kv_traces_all.csv.oracleGeneral.zst,S3FIFO,hits,0.0529191769541609,73611,1.25,/home/cc/CacheLib/slab-rebalance-bench/exp/work_dir_metakv,2516,True,2.5,True,oracle-general-replay,True,,,0,4194304,3774.0,72.0,0.3236800054487321,0.3707033694391536,0.0253265904052268,0.0311734025770498,50000.0,False,0,8660501058,1,False,1,0,True,efficiency,0.1,hits,0,True,False,{'ampFactor': 1},626,4,,794556.846831262,1,/home/cc/CacheLib/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/cacheDatasets/metaKV/202312_kv_traces_all.csv.oracleGeneral.zst,/home/cc/CacheLib/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/cacheDatasets/metaKV/202312_kv_traces_all.csv.oracleGeneral.zst,,,False,202312_kv_traces_all.csv.oracleGeneral.zst-8bfd9e9039ee1089c4cb542db4e8ac35,0.01,250033.1673002243,True,,,
202312_kv_traces_all.csv.oracleGeneral.zst,TINYLFU,hits,0.0530623186721398,72509,1.25,/home/cc/CacheLib/slab-rebalance-bench/exp/work_dir_metakv,2516,True,2.5,True,oracle-general-replay,True,,,0,4194304,3774.0,72.0,0.3703638187841738,0.3690011774172553,0.031212251714963,0.0310302608590709,50000.0,False,0,8660501058,1,False,1,0,True,efficiency,0.1,hits,0,True,False,{'ampFactor': 1},626,4,,52039.93250486813,1,/home/cc/CacheLib/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/cacheDatasets/metaKV/202312_kv_traces_all.csv.oracleGeneral.zst,/home/cc/CacheLib/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/cacheDatasets/metaKV/202312_kv_traces_all.csv.oracleGeneral.zst,,,False,202312_kv_traces_all.csv.oracleGeneral.zst-92c3cb1b4ef12916d2469a1ccfe223ff,0.01,250033.1673002243,True,,,
202401_kv_traces_all_sort.csv.oracleGeneral.zst,LRU,disabled,0.1539081631276088,0,1.25,/home/cc/CacheLib/slab-rebalance-bench/exp/work_dir_metakv,448,True,2.5,True,oracle-general-replay,True,0.0,100.0,0,4194304,672.0,72.0,0.0,0.0,0.0,0.0,50000.0,False,0,1191241025,1,False,1,0,True,efficiency,,disabled,0,True,False,{'ampFactor': 1},110,4,,743035.3634272747,1,/home/cc/CacheLib/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/cacheDatasets/metaKV/202401_kv_traces_all_sort.csv.oracleGeneral.zst,/home/cc/CacheLib/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/cacheDatasets/metaKV/202401_kv_traces_all_sort.csv.oracleGeneral.zst,,,False,202401_kv_traces_all_sort.csv.oracleGeneral.zst-e44eaaf317d01018f92ccd3ebe279f4a,0.01,43981.916776657104,True,,,
202401_kv_traces_all_sort.csv.oracleGeneral.zst,LRU2Q,disabled,0.1441881394237576,0,1.25,/home/cc/CacheLib/slab-rebalance-bench/exp/work_dir_metakv,448,True,2.5,True,oracle-general-replay,True,30.0,30.0,0,4194304,672.0,72.0,0.0,0.0631546989212789,0.0,0.0097200237038512,50000.0,False,0,1191241025,1,False,1,0,True,efficiency,,disabled,0,True,False,{'ampFactor': 1},110,4,,718944.350523501,1,/home/cc/CacheLib/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/cacheDatasets/metaKV/202401_kv_traces_all_sort.csv.oracleGeneral.zst,/home/cc/CacheLib/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/cacheDatasets/metaKV/202401_kv_traces_all_sort.csv.oracleGeneral.zst,,,False,202401_kv_traces_all_sort.csv.oracleGeneral.zst-d93b967e86c12ab650d004075c02980f,0.01,43981.916776657104,True,,,
202401_kv_traces_all_sort.csv.oracleGeneral.zst,S3FIFO,disabled,0.1416604905795617,0,1.25,/home/cc/CacheLib/slab-rebalance-bench/exp/work_dir_metakv,448,True,2.5,True,oracle-general-replay,True,,,0,4194304,672.0,72.0,0.0,0.0795777969092665,0.0,0.0122476725480471,50000.0,False,0,1191241025,1,False,1,0,True,efficiency,,disabled,0,True,False,{'ampFactor': 1},110,4,,486896.7844984728,1,/home/cc/CacheLib/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/cacheDatasets/metaKV/202401_kv_traces_all_sort.csv.oracleGeneral.zst,/home/cc/CacheLib/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/cacheDatasets/metaKV/202401_kv_traces_all_sort.csv.oracleGeneral.zst,,,False,202401_kv_traces_all_sort.csv.oracleGeneral.zst-d8fe115a42429101377e2ce4aed3b277,0.01,43981.916776657104,True,,,
202401_kv_traces_all_sort.csv.oracleGeneral.zst,TINYLFU,disabled,0.1505158303291309,0,1.25,/home/cc/CacheLib/slab-rebalance-bench/exp/work_dir_metakv,448,True,2.5,True,oracle-general-replay,True,,,0,4194304,672.0,72.0,0.0,0.0220412792248408,0.0,0.0033923327984779,50000.0,False,0,1191241025,1,False,1,0,True,efficiency,,disabled,0,True,False,{'ampFactor': 1},110,4,,803743.5979625017,1,/home/cc/CacheLib/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/cacheDatasets/metaKV/202401_kv_traces_all_sort.csv.oracleGeneral.zst,/home/cc/CacheLib/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/cacheDatasets/metaKV/202401_kv_traces_all_sort.csv.oracleGeneral.zst,,,False,202401_kv_traces_all_sort.csv.oracleGeneral.zst-71999d9f5e5b07570c0edadf3558e3ed,0.01,43981.916776657104,True,,,
